reading_id,plant_id,timestamp,ambient_temp,module_temp,irradiation,poa_irradiance,wind_speed,wind_direction,humidity,cloud_cover_pct,rainfall_mm
259,4135001,2026-06-02 18:00:00,31.65,36.88,197.62,212.95,2.6,NE,50.8,14.7,0.0
260,4135001,2026-06-02 19:00:00,28.88,30.41,10.16,10.37,2.67,NE,93.7,23.7,0.0
261,4135001,2026-06-02 20:00:00,25.5,24.55,0.0,0.0,2.62,N,47.3,12.2,0.0
262,4135001,2026-06-02 21:00:00,22.71,22.93,0.0,0.0,3.73,SW,30.4,43.7,0.0
263,4135001,2026-06-02 22:00:00,21.04,20.1,0.0,0.0,4.13,W,68.4,28.9,0.0
264,4135001,2026-06-02 23:00:00,22.88,21.17,0.0,0.0,2.21,NW,29.7,34.6,0.0
265,4135001,2026-06-03 00:00:00,16.18,16.51,0.0,0.0,3.97,N,54.1,29.9,0.0
266,4135001,2026-06-03 01:00:00,16.49,14.62,0.0,0.0,0.42,SW,45.3,29.0,0.0
267,4135001,2026-06-03 02:00:00,17.72,18.27,0.0,0.0,1.71,SW,27.0,30.8,0.0
268,4135001,2026-06-03 03:00:00,14.78,14.8,0.0,0.0,1.9,SE,35.3,35.1,0.0
269,4135001,2026-06-03 04:00:00,16.03,17.11,0.0,0.0,2.47,SW,52.9,31.6,0.0
270,4135001,2026-06-03 05:00:00,17.38,18.67,0.0,0.0,1.81,SE,45.3,13.6,0.0
271,4135001,2026-06-03 06:00:00,16.86,15.37,0.0,0.0,1.97,S,46.5,17.4,0.0
272,4135001,2026-06-03 07:00:00,20.2,25.95,137.36,144.48,3.98,W,25.6,35.6,0.0
273,4135001,2026-06-03 08:00:00,20.42,30.56,391.69,415.64,1.76,NE,39.5,20.7,0.0
274,4135001,2026-06-03 09:00:00,24.59,38.48,558.21,590.74,2.01,SW,44.0,24.5,0.0
275,4135001,2026-06-03 10:00:00,27.14,45.64,803.04,831.05,1.31,E,51.0,3.8,0.0
276,4135001,2026-06-03 11:00:00,27.56,50.15,863.62,876.11,3.96,S,59.2,8.2,0.0
277,4135001,2026-06-03 12:00:00,29.82,52.73,865.16,869.8,4.21,SE,61.4,11.4,0.0
278,4135001,2026-06-03 13:00:00,31.14,46.37,661.97,692.71,3.22,NW,64.9,37.3,0.0
279,4135001,2026-06-03 14:00:00,33.53,53.98,698.86,730.61,0.67,S,53.0,32.6,0.0
280,4135001,2026-06-03 15:00:00,34.11,51.59,573.3,611.62,2.39,SW,39.5,29.1,0.0
281,4135001,2026-06-03 16:00:00,32.17,47.78,586.29,623.61,6.3,SE,45.2,14.3,0.0
282,4135001,2026-06-03 17:00:00,33.44,44.74,432.67,455.7,3.79,NE,39.8,10.0,0.0
283,4135001,2026-06-03 18:00:00,30.87,36.49,167.86,171.96,3.22,W,8.0,31.6,0.0
284,4135001,2026-06-03 19:00:00,29.7,28.85,2.03,2.07,3.62,W,44.4,15.0,0.0
285,4135001,2026-06-03 20:00:00,29.65,30.48,0.0,0.0,4.55,W,71.6,9.6,0.0
286,4135001,2026-06-03 21:00:00,24.97,24.0,0.0,0.0,2.09,E,72.0,49.0,0.0
287,4135001,2026-06-03 22:00:00,22.42,22.38,0.0,0.0,1.3,SW,8.0,19.1,0.0
288,4135001,2026-06-03 23:00:00,21.39,22.96,0.0,0.0,2.64,E,53.6,45.4,0.0
289,4135001,2026-06-04 00:00:00,18.98,18.59,0.0,0.0,4.46,W,25.2,38.7,0.0
290,4135001,2026-06-04 01:00:00,15.78,13.34,0.0,0.0,2.08,W,45.8,40.1,0.0
291,4135001,2026-06-04 02:00:00,16.26,14.72,0.0,0.0,4.29,NE,33.9,0.0,0.0
292,4135001,2026-06-04 03:00:00,14.95,12.99,0.0,0.0,0.54,SW,50.6,20.0,0.0
293,4135001,2026-06-04 04:00:00,14.78,14.59,0.0,0.0,4.14,NE,37.0,25.2,0.0
294,4135001,2026-06-04 05:00:00,15.17,13.52,0.0,0.0,2.63,SW,8.0,6.2,0.0
295,4135001,2026-06-04 06:00:00,19.53,17.82,0.0,0.0,4.98,E,69.4,36.5,0.0
296,4135001,2026-06-04 07:00:00,17.27,20.93,151.76,156.23,2.5,E,46.8,31.7,0.0
297,4135001,2026-06-04 08:00:00,21.65,31.97,326.76,329.52,4.84,W,26.7,28.8,0.0
298,4135001,2026-06-04 09:00:00,24.33,40.73,592.45,636.21,3.31,W,55.3,3.0,0.0
299,4135001,2026-06-04 10:00:00,29.45,43.14,540.89,570.44,4.43,W,59.7,32.3,0.0
300,4135001,2026-06-04 11:00:00,28.01,51.5,899.99,933.29,2.23,N,11.8,0.0,0.0
301,4135001,2026-06-04 12:00:00,30.18,45.48,634.2,662.03,1.96,W,37.1,42.5,0.0
302,4135001,2026-06-04 13:00:00,31.27,52.93,820.17,879.39,1.75,E,45.7,4.6,0.0
303,4135001,2026-06-04 14:00:00,32.36,54.78,792.36,829.48,3.55,W,44.4,15.6,0.0
304,4135001,2026-06-04 15:00:00,34.65,51.57,650.65,701.14,2.08,S,58.8,17.6,0.0
305,4135001,2026-06-04 16:00:00,32.55,44.74,553.37,566.0,5.17,E,55.0,22.0,0.0
306,4135001,2026-06-04 17:00:00,32.9,41.61,276.69,288.13,4.65,SE,39.5,40.0,0.0
307,4135001,2026-06-04 18:00:00,31.33,35.22,144.98,151.45,3.22,NE,70.8,43.8,0.0
308,4135001,2026-06-04 19:00:00,28.24,27.0,21.39,21.52,4.29,S,43.7,11.4,0.0
309,4135001,2026-06-04 20:00:00,25.68,26.83,0.0,0.0,3.59,W,47.6,28.9,0.0
310,4135001,2026-06-04 21:00:00,22.96,21.34,0.0,0.0,4.21,N,53.6,34.2,0.0
311,4135001,2026-06-04 22:00:00,22.62,22.57,0.0,0.0,2.7,W,81.4,4.6,0.0
312,4135001,2026-06-04 23:00:00,19.37,18.94,0.0,0.0,3.82,SW,38.2,16.6,0.0
313,4135001,2026-06-05 00:00:00,19.36,20.85,0.0,0.0,3.27,S,68.9,46.2,0.0
314,4135001,2026-06-05 01:00:00,16.45,16.89,0.0,0.0,3.95,NW,85.9,23.1,0.0
315,4135001,2026-06-05 02:00:00,15.53,15.45,0.0,0.0,1.89,NE,27.7,30.3,0.0
316,4135001,2026-06-05 03:00:00,16.16,16.07,0.0,0.0,3.94,W,62.9,36.6,0.0
317,4135001,2026-06-05 04:00:00,15.68,16.3,0.0,0.0,6.65,SE,53.5,16.5,0.0
318,4135001,2026-06-05 05:00:00,17.69,17.98,0.0,0.0,4.86,SW,35.2,33.1,0.0
319,4135001,2026-06-05 06:00:00,17.88,19.06,0.0,0.0,1.61,SW,41.5,32.1,0.0
320,4135001,2026-06-05 07:00:00,18.78,23.37,191.83,199.07,2.11,S,44.9,29.6,0.0
321,4135001,2026-06-05 08:00:00,20.85,31.78,446.52,477.01,3.54,W,35.1,7.3,0.0
322,4135001,2026-06-05 09:00:00,23.95,35.12,426.17,458.51,3.11,SW,45.1,41.1,0.0
323,4135001,2026-06-05 10:00:00,27.78,47.86,784.89,809.58,4.26,N,34.5,9.2,0.0
324,4135001,2026-06-05 11:00:00,30.24,52.04,844.56,860.09,2.38,SE,50.2,22.8,0.0
325,4135001,2026-06-05 12:00:00,31.91,47.56,1480.0,1539.58,2.26,S,49.8,28.2,0.0
326,4135001,2026-06-05 13:00:00,30.95,53.87,1510.0,1599.49,2.52,S,47.1,6.3,0.0
327,4135001,2026-06-05 14:00:00,31.91,55.73,889.72,913.5,2.46,N,53.7,3.4,0.0
328,4135001,2026-06-05 15:00:00,30.87,50.06,720.46,730.55,2.85,S,62.9,9.1,0.0
329,4135001,2026-06-05 16:00:00,30.59,41.47,427.96,435.68,0.14,S,22.0,29.5,0.0
330,4135001,2026-06-05 17:00:00,32.94,44.85,439.17,457.62,3.83,NW,29.5,14.3,0.0
331,4135001,2026-06-05 18:00:00,31.79,36.57,175.65,185.14,3.84,E,8.0,32.6,0.0
332,4135001,2026-06-05 19:00:00,28.41,27.49,8.48,8.92,3.31,W,47.1,6.0,0.0
333,4135001,2026-06-05 20:00:00,25.03,25.2,0.0,0.0,0.42,SW,48.2,36.2,0.0
334,4135001,2026-06-05 21:00:00,23.8,25.64,0.0,0.0,1.33,S,21.6,13.3,0.0
335,4135001,2026-06-05 22:00:00,21.64,21.24,0.0,0.0,2.82,S,89.2,27.3,0.0
336,4135001,2026-06-05 23:00:00,18.5,16.73,0.0,0.0,5.06,N,63.8,15.4,0.0
337,4135001,2026-06-06 00:00:00,18.54,18.93,0.0,0.0,0.61,E,47.0,49.5,0.0
338,4135001,2026-06-06 01:00:00,16.6,17.35,0.0,0.0,2.09,SE,15.9,0.2,0.0
339,4135001,2026-06-06 02:00:00,14.66,13.96,0.0,0.0,6.0,NE,59.9,28.7,0.0
340,4135001,2026-06-06 03:00:00,14.71,14.54,0.0,0.0,7.42,W,55.0,11.4,0.0
341,4135001,2026-06-06 04:00:00,14.09,15.6,0.0,0.0,4.0,N,64.2,27.8,0.0
342,4135001,2026-06-06 05:00:00,16.14,15.56,0.0,0.0,5.57,W,43.0,23.3,0.0
343,4135001,2026-06-06 06:00:00,18.96,19.63,0.0,0.0,2.79,SE,55.3,11.4,0.0
344,4135001,2026-06-06 07:00:00,18.32,21.51,155.45,155.9,5.96,SE,10.5,41.1,0.0
345,4135001,2026-06-06 08:00:00,20.91,28.37,300.95,310.61,2.35,NE,45.1,30.6,0.0
346,4135001,2026-06-06 09:00:00,25.01,37.45,537.78,538.82,4.28,N,26.4,20.3,0.0
347,4135001,2026-06-06 10:00:00,28.64,40.73,529.02,570.78,1.74,W,62.7,44.2,0.0
348,4135001,2026-06-06 11:00:00,29.17,47.33,689.72,744.74,3.32,S,42.0,32.7,0.0
349,4135001,2026-06-06 12:00:00,29.57,43.61,580.5,587.43,2.21,E,59.2,48.3,0.0
350,4135001,2026-06-06 13:00:00,32.09,48.72,671.46,725.15,3.1,NE,47.3,32.0,0.0
351,4135001,2026-06-06 14:00:00,33.45,46.24,521.88,537.12,1.46,NW,22.4,45.4,0.0
352,4135001,2026-06-06 15:00:00,30.79,50.55,786.12,791.52,0.17,S,47.1,0.0,0.0
353,4135001,2026-06-06 16:00:00,31.7,43.13,424.66,438.87,4.63,SW,58.5,41.8,0.0
354,4135001,2026-06-06 17:00:00,31.96,39.21,293.85,306.03,1.89,NW,52.6,37.5,0.0
355,4135001,2026-06-06 18:00:00,29.57,32.82,150.67,151.88,4.77,E,46.4,28.7,0.0
356,4135001,2026-06-06 19:00:00,29.73,29.19,0.0,0.0,3.27,E,65.6,32.4,0.0
357,4135001,2026-06-06 20:00:00,26.98,26.5,0.0,0.0,3.2,SW,8.0,10.3,0.0
358,4135001,2026-06-06 21:00:00,26.2,25.18,0.0,0.0,2.04,N,49.0,10.1,0.0
359,4135001,2026-06-06 22:00:00,20.86,21.76,0.0,0.0,3.64,NE,20.7,7.5,0.0
360,4135001,2026-06-06 23:00:00,20.91,21.97,0.0,0.0,0.0,NE,13.2,9.5,0.0
361,4135001,2026-06-07 00:00:00,16.74,18.38,0.0,0.0,3.24,SE,39.7,9.4,0.0
362,4135001,2026-06-07 01:00:00,16.71,17.44,0.0,0.0,1.33,W,58.6,11.8,0.0
363,4135001,2026-06-07 02:00:00,12.75,11.73,0.0,0.0,3.38,N,48.3,23.3,0.0
364,4135001,2026-06-07 03:00:00,15.37,14.63,0.0,0.0,0.64,S,70.4,23.9,0.0
365,4135001,2026-06-07 04:00:00,15.27,16.3,0.0,0.0,3.15,SE,34.5,17.9,0.0
366,4135001,2026-06-07 05:00:00,14.59,13.81,0.0,0.0,2.22,SE,86.4,10.7,0.0
367,4135001,2026-06-07 06:00:00,17.4,17.66,0.0,0.0,2.48,S,48.8,50.1,0.0
368,4135001,2026-06-07 07:00:00,21.45,26.69,203.69,209.78,2.42,E,31.2,10.8,0.0
369,4135001,2026-06-07 08:00:00,21.27,33.4,418.43,445.74,6.35,SW,17.1,10.5,0.0
370,4135001,2026-06-07 09:00:00,23.68,38.97,559.75,564.86,2.63,E,37.4,18.2,0.0
371,4135001,2026-06-07 10:00:00,25.57,41.27,562.97,604.36,0.0,NW,22.9,39.8,0.0
372,4135001,2026-06-07 11:00:00,28.52,43.48,547.37,555.93,1.85,N,49.9,40.6,0.0
373,4135001,2026-06-07 12:00:00,30.79,53.55,833.23,895.73,3.42,S,43.3,9.6,0.0
374,4135001,2026-06-07 13:00:00,30.73,49.63,746.17,762.32,2.6,SW,53.7,27.8,0.0
375,4135001,2026-06-07 14:00:00,33.89,50.39,670.72,699.79,3.08,N,36.9,23.3,0.0
376,4135001,2026-06-07 15:00:00,32.62,54.04,778.3,825.68,7.15,SE,48.1,2.7,0.0
377,4135001,2026-06-07 16:00:00,33.22,47.78,480.16,482.6,4.57,N,48.7,18.6,0.0
378,4135001,2026-06-07 17:00:00,31.78,41.1,424.83,436.86,4.88,SW,36.6,0.0,0.0
379,4135001,2026-06-07 18:00:00,29.8,33.99,132.92,143.36,1.75,N,47.8,47.7,0.0
380,4135001,2026-06-07 19:00:00,27.56,29.68,11.25,11.79,5.33,S,33.2,26.0,0.0
381,4135001,2026-06-07 20:00:00,25.11,24.59,0.0,0.0,4.88,S,43.7,1.0,0.0
382,4135001,2026-06-07 21:00:00,22.45,21.63,0.0,0.0,5.14,NW,74.1,38.1,0.0
383,4135001,2026-06-07 22:00:00,22.57,21.9,0.0,0.0,1.88,W,22.5,40.6,0.0
384,4135001,2026-06-07 23:00:00,20.16,20.4,0.0,0.0,3.13,SE,52.4,15.7,0.0
385,4135001,2026-06-08 00:00:00,18.44,17.77,0.0,0.0,2.2,SW,35.5,9.0,0.0
386,4135001,2026-06-08 01:00:00,16.85,18.82,0.0,0.0,8.05,E,40.9,15.0,0.0
387,4135001,2026-06-08 02:00:00,15.75,16.59,0.0,0.0,6.04,NW,49.3,31.7,0.0
388,4135001,2026-06-08 03:00:00,14.84,14.23,0.0,0.0,7.47,SW,40.3,27.5,0.0
389,4135001,2026-06-08 04:00:00,15.24,15.79,0.0,0.0,4.28,NW,33.4,39.7,0.0
390,4135001,2026-06-08 05:00:00,15.1,13.92,0.0,0.0,4.3,S,62.6,3.9,0.0
391,4135001,2026-06-08 06:00:00,15.52,16.39,0.0,0.0,4.2,N,51.8,17.8,0.0
392,4135001,2026-06-08 07:00:00,20.33,23.42,171.65,181.21,2.04,N,38.6,22.9,0.0
393,4135001,2026-06-08 08:00:00,21.77,28.22,293.43,296.72,4.89,SW,21.6,33.5,0.0
394,4135001,2026-06-08 09:00:00,25.4,39.86,567.95,582.66,3.89,SW,38.8,16.2,0.0
395,4135001,2026-06-08 10:00:00,25.67,40.45,566.97,595.48,4.33,SE,26.5,38.7,0.0
396,4135001,2026-06-08 11:00:00,31.18,53.81,831.9,896.21,3.34,E,15.1,1.5,0.0
397,4135001,2026-06-08 12:00:00,29.27,43.52,550.71,594.75,1.12,NE,56.1,35.1,0.0
398,4135001,2026-06-08 13:00:00,32.84,53.18,800.95,835.94,4.96,N,58.3,23.5,0.0
399,4135001,2026-06-08 14:00:00,31.67,53.72,837.91,838.75,3.98,S,51.1,6.8,0.0
400,4135001,2026-06-08 15:00:00,34.38,54.32,768.5,782.22,4.75,S,38.3,8.9,0.0
401,4135001,2026-06-08 16:00:00,31.64,43.18,456.86,489.14,1.45,SW,50.9,43.8,0.0
402,4135001,2026-06-08 17:00:00,31.75,38.08,255.56,271.83,4.93,W,39.1,36.8,0.0
403,4135001,2026-06-08 18:00:00,29.01,32.88,112.16,116.61,1.97,S,37.8,54.0,0.0
404,4135001,2026-06-08 19:00:00,27.61,29.03,15.65,16.4,4.92,SW,37.7,8.8,0.0
405,4135001,2026-06-08 20:00:00,26.66,26.17,0.0,0.0,2.27,E,56.2,18.5,0.0
406,4135001,2026-06-08 21:00:00,24.18,24.73,0.0,0.0,4.7,S,62.6,44.4,0.0
407,4135001,2026-06-08 22:00:00,22.25,22.96,0.0,0.0,2.49,NE,35.9,7.4,0.0
408,4135001,2026-06-08 23:00:00,20.8,21.67,0.0,0.0,2.13,E,65.4,43.4,0.0
409,4135001,2026-06-09 00:00:00,17.26,17.43,0.0,0.0,4.66,N,50.1,43.6,0.0
410,4135001,2026-06-09 01:00:00,15.89,15.91,0.0,0.0,0.18,NW,37.8,8.8,0.0
411,4135001,2026-06-09 02:00:00,15.01,15.5,0.0,0.0,0.6,N,38.7,26.6,0.0
412,4135001,2026-06-09 03:00:00,13.24,13.01,0.0,0.0,3.48,W,54.7,0.8,0.0
413,4135001,2026-06-09 04:00:00,15.81,16.64,0.0,0.0,2.65,NE,8.0,1.7,0.0
414,4135001,2026-06-09 05:00:00,16.4,16.35,0.0,0.0,3.54,S,28.3,33.1,0.0
415,4135001,2026-06-09 06:00:00,17.67,17.39,0.0,0.0,3.4,N,40.4,19.4,0.0
416,4135001,2026-06-09 07:00:00,18.77,24.38,191.75,203.75,1.66,SW,40.0,21.2,0.0
417,4135001,2026-06-09 08:00:00,20.87,32.33,443.73,453.96,3.16,SE,36.0,0.1,0.0
418,4135001,2026-06-09 09:00:00,23.05,33.35,436.61,455.9,4.16,E,28.7,29.5,0.0
419,4135001,2026-06-09 10:00:00,26.81,47.21,752.88,779.51,4.88,S,17.7,0.3,0.0
420,4135001,2026-06-09 11:00:00,30.51,52.46,825.31,858.22,0.73,SW,44.3,0.0,0.0
421,4135001,2026-06-09 12:00:00,29.93,50.15,820.05,869.8,3.38,NW,62.0,18.4,0.0
422,4135001,2026-06-09 13:00:00,33.07,46.26,544.89,566.54,3.8,S,51.9,48.1,0.0
423,4135001,2026-06-09 14:00:00,30.77,56.28,927.31,995.47,3.37,N,22.0,5.0,0.0
424,4135001,2026-06-09 15:00:00,35.31,56.34,732.68,755.01,3.3,S,38.3,17.2,0.0
425,4135001,2026-06-09 16:00:00,33.87,43.87,405.48,406.01,0.67,E,57.7,49.7,0.0
426,4135001,2026-06-09 17:00:00,32.08,38.76,293.19,314.03,4.44,W,46.8,26.3,0.0
427,4135001,2026-06-09 18:00:00,30.95,36.93,150.59,151.97,0.17,E,70.6,35.8,0.0
428,4135001,2026-06-09 19:00:00,29.16,28.19,13.15,14.12,0.0,E,41.0,28.5,0.0
429,4135001,2026-06-09 20:00:00,25.73,26.62,0.0,0.0,5.3,S,60.7,28.8,0.0
430,4135001,2026-06-09 21:00:00,24.11,23.87,0.0,0.0,1.67,W,39.9,32.6,0.0
431,4135001,2026-06-09 22:00:00,21.62,22.62,0.0,0.0,2.83,S,55.7,6.6,0.0
432,4135001,2026-06-09 23:00:00,18.07,18.23,0.0,0.0,2.91,SW,53.1,7.1,0.0
433,4135001,2026-06-10 00:00:00,18.25,16.86,0.0,0.0,4.92,SW,51.4,28.4,0.0
434,4135001,2026-06-10 01:00:00,16.22,16.88,0.0,0.0,3.26,E,39.4,29.6,0.0
435,4135001,2026-06-10 02:00:00,17.19,17.57,0.0,0.0,0.74,S,43.0,45.4,0.0
436,4135001,2026-06-10 03:00:00,15.42,15.89,0.0,0.0,4.7,SW,39.0,33.7,0.0
437,4135001,2026-06-10 04:00:00,15.52,15.87,0.0,0.0,3.85,NE,40.2,3.5,0.0
438,4135001,2026-06-10 05:00:00,15.29,15.86,0.0,0.0,1.3,N,63.6,0.0,0.0
439,4135001,2026-06-10 06:00:00,17.33,17.12,0.0,0.0,4.13,SW,30.1,13.1,0.0
440,4135001,2026-06-10 07:00:00,21.16,27.18,167.28,171.26,1.3,W,53.8,34.4,0.0
441,4135001,2026-06-10 08:00:00,22.11,30.65,331.45,332.97,0.16,NE,51.1,31.8,0.0
442,4135001,2026-06-10 09:00:00,26.47,38.09,444.22,457.72,3.69,SW,81.6,28.0,0.0
443,4135001,2026-06-10 10:00:00,25.67,40.0,552.76,567.0,6.08,N,53.1,29.4,0.0
444,4135001,2026-06-10 11:00:00,26.37,42.83,579.36,583.74,7.07,SW,20.0,46.1,0.0
445,4135001,2026-06-10 12:00:00,28.39,48.73,726.05,757.56,3.14,S,56.6,23.2,0.0
446,4135001,2026-06-10 13:00:00,32.83,47.93,534.83,537.43,3.76,N,40.2,45.9,0.0
447,4135001,2026-06-10 14:00:00,33.96,51.79,688.39,743.03,3.27,SE,28.3,32.6,0.0
448,4135001,2026-06-10 15:00:00,32.22,51.95,763.87,795.34,1.13,SW,40.3,16.9,0.0
449,4135001,2026-06-10 16:00:00,30.83,47.76,587.1,622.65,2.16,SW,40.1,0.2,0.0
450,4135001,2026-06-10 17:00:00,31.86,41.27,306.99,326.54,4.57,S,57.9,41.2,0.0
451,4135001,2026-06-10 18:00:00,32.66,37.5,221.07,225.49,3.22,W,52.2,3.9,0.0
452,4135001,2026-06-10 19:00:00,28.51,27.41,0.0,0.0,3.42,N,53.8,25.1,0.0
453,4135001,2026-06-10 20:00:00,24.01,22.65,0.0,0.0,1.52,W,56.0,33.4,0.0
454,4135001,2026-06-10 21:00:00,24.67,24.81,0.0,0.0,1.52,S,49.8,22.6,0.0
455,4135001,2026-06-10 22:00:00,24.82,26.17,0.0,0.0,3.06,SE,10.1,1.4,0.0
456,4135001,2026-06-10 23:00:00,18.66,18.5,0.0,0.0,1.24,W,44.1,0.0,0.0
457,4135001,2026-06-11 00:00:00,16.7,17.22,0.0,0.0,2.91,S,55.7,12.7,0.0
458,4135001,2026-06-11 01:00:00,17.01,16.86,0.0,0.0,1.95,SW,29.5,14.6,0.0
459,4135001,2026-06-11 02:00:00,15.85,16.13,0.0,0.0,4.31,W,61.8,49.6,0.0
460,4135001,2026-06-11 03:00:00,15.27,15.91,0.0,0.0,3.6,NE,31.8,23.8,0.0
461,4135001,2026-06-11 04:00:00,14.86,14.93,0.0,0.0,2.42,E,72.8,3.1,0.0
462,4135001,2026-06-11 05:00:00,15.3,13.59,0.0,0.0,7.68,E,38.4,20.2,0.0
463,4135001,2026-06-11 06:00:00,16.76,18.06,0.0,0.0,2.19,W,41.8,36.5,0.0
464,4135001,2026-06-11 07:00:00,17.97,23.56,199.52,203.29,2.49,SW,58.7,17.5,0.0
465,4135001,2026-06-11 08:00:00,23.07,32.62,331.51,352.84,4.68,N,58.5,25.9,0.0
466,4135001,2026-06-11 09:00:00,25.31,34.24,379.69,389.54,3.94,SE,43.7,32.4,0.0
467,4135001,2026-06-11 10:00:00,25.2,42.23,603.38,609.16,1.25,NE,39.1,24.2,0.0
468,4135001,2026-06-11 11:00:00,30.36,43.42,516.94,546.42,0.84,NW,41.9,34.1,0.0
469,4135001,2026-06-11 12:00:00,30.3,54.31,935.5,985.14,2.85,NW,50.4,12.7,0.0
470,4135001,2026-06-11 13:00:00,31.68,49.94,686.86,694.73,2.71,S,35.5,29.5,0.0
471,4135001,2026-06-11 14:00:00,31.81,49.09,666.69,695.87,5.7,W,39.6,33.9,0.0
472,4135001,2026-06-11 15:00:00,32.61,47.77,593.2,619.06,3.57,W,49.2,20.9,0.0
473,4135001,2026-06-11 16:00:00,32.48,48.58,649.11,678.19,3.65,N,55.4,5.2,0.0
474,4135001,2026-06-11 17:00:00,31.69,41.09,350.14,364.06,3.34,NW,8.0,20.5,0.0
475,4135001,2026-06-11 18:00:00,29.39,35.07,195.62,198.61,1.03,E,38.7,23.2,0.0
476,4135001,2026-06-11 19:00:00,28.01,28.41,0.12,0.13,4.34,NE,23.7,50.8,0.0
477,4135001,2026-06-11 20:00:00,25.02,25.44,0.0,0.0,3.7,NE,55.1,18.4,0.0
478,4135001,2026-06-11 21:00:00,22.55,21.27,0.0,0.0,2.55,SW,24.8,34.6,0.0
479,4135001,2026-06-11 22:00:00,22.03,21.54,0.0,0.0,3.72,SW,67.2,0.0,0.0
480,4135001,2026-06-11 23:00:00,19.0,18.74,0.0,0.0,1.26,NE,19.6,8.8,0.0
481,4135001,2026-06-12 00:00:00,18.39,16.79,0.0,0.0,6.07,SW,33.5,43.7,0.0
482,4135001,2026-06-12 01:00:00,14.38,14.15,0.0,0.0,7.11,N,16.3,24.2,0.0
483,4135001,2026-06-12 02:00:00,13.51,14.86,0.0,0.0,2.44,W,21.2,0.0,0.0
484,4135001,2026-06-12 03:00:00,14.22,14.44,0.0,0.0,3.72,NE,39.3,31.1,0.0
485,4135001,2026-06-12 04:00:00,15.32,16.21,0.0,0.0,0.93,SE,19.2,15.8,0.0
486,4135001,2026-06-12 05:00:00,16.63,17.73,0.0,0.0,3.53,E,66.6,7.2,0.0
487,4135001,2026-06-12 06:00:00,19.41,19.53,0.0,0.0,1.86,S,57.7,29.4,0.0
488,4135001,2026-06-12 07:00:00,19.43,24.5,196.46,210.99,7.01,SE,43.8,5.6,0.0
489,4135001,2026-06-12 08:00:00,19.27,26.9,322.89,340.17,2.19,E,30.1,40.9,0.0
490,4135001,2026-06-12 09:00:00,23.71,34.52,446.7,481.25,1.53,W,33.9,25.6,0.0
491,4135001,2026-06-12 10:00:00,26.61,41.29,499.26,535.61,3.67,S,50.6,38.1,0.0
492,4135001,2026-06-12 11:00:00,28.19,43.22,591.74,618.92,1.91,SE,33.8,30.4,0.0
493,4135001,2026-06-12 12:00:00,29.27,47.31,682.84,733.27,2.71,SW,32.6,36.3,0.0
494,4135001,2026-06-12 13:00:00,31.01,45.05,588.14,598.46,4.63,NE,49.9,53.9,0.0
495,4135001,2026-06-12 14:00:00,32.31,53.57,799.53,835.33,5.07,NW,51.5,15.6,0.0
496,4135001,2026-06-12 15:00:00,32.86,53.2,724.26,772.21,2.69,SW,45.1,13.4,0.0
497,4135001,2026-06-12 16:00:00,30.84,41.09,428.37,444.94,2.17,SE,56.4,31.9,0.0
498,4135001,2026-06-12 17:00:00,32.5,45.01,458.45,487.74,3.46,SE,84.6,0.1,0.0
499,4135001,2026-06-12 18:00:00,30.47,34.89,175.57,182.63,0.89,SW,27.7,24.9,0.0
500,4135001,2026-06-12 19:00:00,28.57,29.46,0.0,0.0,3.84,SE,35.3,24.6,0.0
501,4135001,2026-06-12 20:00:00,27.37,28.08,0.0,0.0,3.04,SW,49.4,32.7,0.0
502,4135001,2026-06-12 21:00:00,24.22,24.63,0.0,0.0,3.08,SE,43.3,22.4,0.0
503,4135001,2026-06-12 22:00:00,21.48,21.32,0.0,0.0,1.25,E,30.2,28.5,0.0
504,4135001,2026-06-12 23:00:00,18.89,20.0,0.0,0.0,3.32,E,38.3,15.6,0.0
505,4135001,2026-06-13 00:00:00,16.65,14.94,0.0,0.0,4.41,NE,86.0,39.6,0.0
506,4135001,2026-06-13 01:00:00,16.87,15.1,0.0,0.0,4.51,N,52.9,21.5,0.0
507,4135001,2026-06-13 02:00:00,15.51,14.73,0.0,0.0,2.64,N,59.0,25.2,0.0
508,4135001,2026-06-13 03:00:00,15.04,15.59,0.0,0.0,2.17,S,54.8,6.6,0.0
509,4135001,2026-06-13 04:00:00,16.66,17.63,0.0,0.0,2.03,NE,33.4,33.3,0.0
510,4135001,2026-06-13 05:00:00,17.1,17.01,0.0,0.0,2.71,NW,41.2,8.3,0.0
511,4135001,2026-06-13 06:00:00,16.72,17.07,0.0,0.0,1.52,SE,34.0,26.2,0.0
512,4135001,2026-06-13 07:00:00,19.32,26.48,142.52,149.99,2.59,W,70.6,30.9,0.0
513,4135001,2026-06-13 08:00:00,21.53,29.83,385.93,386.57,5.53,E,51.8,17.1,0.0
514,4135001,2026-06-13 09:00:00,25.61,37.7,424.78,425.82,1.07,NE,21.1,39.8,0.0
515,4135001,2026-06-13 10:00:00,26.69,46.49,805.16,849.33,3.05,S,54.1,8.2,0.0
516,4135001,2026-06-13 11:00:00,27.21,48.12,823.79,826.56,3.74,W,8.0,6.2,0.0
517,4135001,2026-06-13 12:00:00,28.66,53.37,859.65,868.57,3.81,NW,52.2,11.3,0.0
518,4135001,2026-06-13 13:00:00,32.78,59.41,1002.19,1008.2,5.24,NE,29.8,2.0,0.0
