reading_id,inverter_id,plant_id,timestamp,dc_power,ac_power,expected_ac_power,performance_ratio,dc_voltage,ac_frequency_hz,inverter_temp,daily_yield,total_yield,status_flag
2927,INV_4135001_05,4135001,2026-05-23 02:00:00,0.0,0.0,0.0,,0.0,49.974,30.8,0.0,5907656.8,normal
2928,INV_4135001_05,4135001,2026-05-23 03:00:00,0.0,0.0,0.0,,0.0,49.969,30.4,0.0,5907656.8,normal
2929,INV_4135001_05,4135001,2026-05-23 04:00:00,0.0,0.0,0.0,,0.0,49.99,29.0,0.0,5907656.8,normal
2930,INV_4135001_05,4135001,2026-05-23 05:00:00,0.0,0.0,0.0,,0.0,50.022,30.5,0.0,5907656.8,normal
2931,INV_4135001_05,4135001,2026-05-23 06:00:00,0.0,0.0,0.0,,0.0,50.062,30.6,0.0,5907656.8,normal
2932,INV_4135001_05,4135001,2026-05-23 07:00:00,255.47,250.98,465.36,0.539,735.7,49.92,32.6,250.98,5907907.8,normal
2933,INV_4135001_05,4135001,2026-05-23 08:00:00,510.56,497.86,940.56,0.529,596.0,50.035,34.4,748.84,5908405.7,normal
2934,INV_4135001_05,4135001,2026-05-23 09:00:00,542.34,530.81,1002.75,0.529,608.4,49.998,33.4,1279.65,5908936.5,normal
2935,INV_4135001_05,4135001,2026-05-23 10:00:00,1000.34,985.19,1852.0,0.532,678.5,49.955,34.8,2264.84,5909921.7,normal
2936,INV_4135001_05,4135001,2026-05-23 11:00:00,977.97,954.5,1787.57,0.534,794.5,50.011,40.7,3219.34,5910876.2,normal
2937,INV_4135001_05,4135001,2026-05-23 12:00:00,1131.37,1105.84,2076.93,0.532,635.2,50.073,41.1,4325.18,5911982.0,normal
2938,INV_4135001_05,4135001,2026-05-23 13:00:00,932.8,918.72,1728.96,0.531,685.6,50.035,40.1,5243.9,5912900.7,normal
2939,INV_4135001_05,4135001,2026-05-23 14:00:00,1214.98,1194.25,2240.26,0.533,733.9,49.986,38.9,6438.16,5914095.0,normal
2940,INV_4135001_05,4135001,2026-05-23 15:00:00,893.23,878.22,1628.49,0.539,762.5,50.015,34.5,7316.38,5914973.2,normal
2941,INV_4135001_05,4135001,2026-05-23 16:00:00,850.64,837.57,1549.13,0.541,693.5,50.023,38.4,8153.95,5915810.8,normal
2942,INV_4135001_05,4135001,2026-05-23 17:00:00,562.06,553.16,1024.71,0.54,717.5,50.001,36.3,8707.1,5916363.9,normal
2943,INV_4135001_05,4135001,2026-05-23 18:00:00,194.67,190.55,359.32,0.53,754.7,50.023,30.5,8897.65,5916554.5,normal
2944,INV_4135001_05,4135001,2026-05-23 19:00:00,8.0,7.84,14.65,0.535,612.2,50.035,30.5,8905.49,5916562.3,normal
2945,INV_4135001_05,4135001,2026-05-23 20:00:00,0.0,0.0,0.0,,0.0,50.063,31.6,8905.49,5916562.3,normal
2946,INV_4135001_05,4135001,2026-05-23 21:00:00,0.0,0.0,0.0,,0.0,49.963,30.2,8905.49,5916562.3,normal
2947,INV_4135001_05,4135001,2026-05-23 22:00:00,0.0,0.0,0.0,,0.0,50.0,28.5,8905.49,5916562.3,normal
2948,INV_4135001_05,4135001,2026-05-23 23:00:00,0.0,0.0,0.0,,0.0,50.049,31.8,8905.49,5916562.3,normal
2949,INV_4135001_05,4135001,2026-05-24 00:00:00,0.0,0.0,0.0,,0.0,50.017,31.7,0.0,5916562.3,normal
2950,INV_4135001_05,4135001,2026-05-24 01:00:00,0.0,0.0,0.0,,0.0,49.947,31.3,0.0,5916562.3,normal
2951,INV_4135001_05,4135001,2026-05-24 02:00:00,0.0,0.0,0.0,,0.0,49.951,28.2,0.0,5916562.3,normal
2952,INV_4135001_05,4135001,2026-05-24 03:00:00,0.0,0.0,0.0,,0.0,50.013,31.5,0.0,5916562.3,normal
2953,INV_4135001_05,4135001,2026-05-24 04:00:00,0.0,0.0,0.0,,0.0,50.01,29.2,0.0,5916562.3,normal
2954,INV_4135001_05,4135001,2026-05-24 05:00:00,0.0,0.0,0.0,,0.0,49.988,31.8,0.0,5916562.3,normal
2955,INV_4135001_05,4135001,2026-05-24 06:00:00,0.0,0.0,0.0,,0.0,49.96,31.9,0.0,5916562.3,normal
2956,INV_4135001_05,4135001,2026-05-24 07:00:00,247.89,244.08,452.2,0.54,597.1,50.041,29.5,244.08,5916806.4,normal
2957,INV_4135001_05,4135001,2026-05-24 08:00:00,500.83,488.82,918.61,0.532,628.8,50.023,33.7,732.9,5917295.2,normal
2958,INV_4135001_05,4135001,2026-05-24 09:00:00,771.12,757.24,1407.8,0.538,728.3,50.072,36.3,1490.15,5918052.5,normal
2959,INV_4135001_05,4135001,2026-05-24 10:00:00,1062.99,1039.08,1962.99,0.529,776.3,50.067,37.8,2529.22,5919091.5,normal
2960,INV_4135001_05,4135001,2026-05-24 11:00:00,1020.65,1002.91,1856.61,0.54,643.0,50.046,38.1,3532.14,5920094.4,normal
2961,INV_4135001_05,4135001,2026-05-24 12:00:00,1235.29,1210.75,2261.81,0.535,700.8,49.964,39.6,4742.89,5921305.2,normal
2962,INV_4135001_05,4135001,2026-05-24 13:00:00,1198.05,1175.7,2211.87,0.532,717.8,50.042,40.0,5918.59,5922480.9,normal
2963,INV_4135001_05,4135001,2026-05-24 14:00:00,782.22,768.45,1445.13,0.532,661.9,50.017,35.4,6687.04,5923249.3,normal
2964,INV_4135001_05,4135001,2026-05-24 15:00:00,851.56,834.71,1555.11,0.537,691.3,49.948,35.7,7521.75,5924084.1,normal
2965,INV_4135001_05,4135001,2026-05-24 16:00:00,564.48,554.0,1041.69,0.532,623.7,50.042,33.4,8075.74,5924638.1,normal
2966,INV_4135001_05,4135001,2026-05-24 17:00:00,440.53,432.46,807.08,0.536,676.4,49.945,34.6,8508.2,5925070.5,normal
2967,INV_4135001_05,4135001,2026-05-24 18:00:00,195.55,191.22,360.77,0.53,591.7,50.063,31.4,8699.42,5925261.7,normal
2968,INV_4135001_05,4135001,2026-05-24 19:00:00,8.45,8.25,15.63,0.528,614.0,49.993,30.2,8707.67,5925270.0,normal
2969,INV_4135001_05,4135001,2026-05-24 20:00:00,0.0,0.0,0.0,,0.0,49.988,30.9,8707.67,5925270.0,normal
2970,INV_4135001_05,4135001,2026-05-24 21:00:00,0.0,0.0,0.0,,0.0,50.021,29.9,8707.67,5925270.0,normal
2971,INV_4135001_05,4135001,2026-05-24 22:00:00,0.0,0.0,0.0,,0.0,49.969,30.1,8707.67,5925270.0,normal
2972,INV_4135001_05,4135001,2026-05-24 23:00:00,0.0,0.0,0.0,,0.0,50.012,28.2,8707.67,5925270.0,normal
2973,INV_4135001_05,4135001,2026-05-25 00:00:00,0.0,0.0,0.0,,0.0,50.055,29.0,0.0,5925270.0,normal
2974,INV_4135001_05,4135001,2026-05-25 01:00:00,0.0,0.0,0.0,,0.0,50.047,30.0,0.0,5925270.0,normal
2975,INV_4135001_05,4135001,2026-05-25 02:00:00,0.0,0.0,0.0,,0.0,49.996,30.8,0.0,5925270.0,normal
2976,INV_4135001_05,4135001,2026-05-25 03:00:00,0.0,0.0,0.0,,0.0,49.998,27.6,0.0,5925270.0,normal
2977,INV_4135001_05,4135001,2026-05-25 04:00:00,0.0,0.0,0.0,,0.0,49.931,30.7,0.0,5925270.0,normal
2978,INV_4135001_05,4135001,2026-05-25 05:00:00,0.0,0.0,0.0,,0.0,49.961,29.7,0.0,5925270.0,normal
2979,INV_4135001_05,4135001,2026-05-25 06:00:00,0.0,0.0,0.0,,0.0,49.998,31.4,0.0,5925270.0,normal
2980,INV_4135001_05,4135001,2026-05-25 07:00:00,221.38,217.77,408.36,0.533,688.2,49.975,32.1,217.77,5925487.7,normal
2981,INV_4135001_05,4135001,2026-05-25 08:00:00,374.66,366.12,693.67,0.528,738.0,49.985,30.7,583.88,5925853.9,normal
2982,INV_4135001_05,4135001,2026-05-25 09:00:00,775.84,759.53,1412.12,0.538,812.0,49.976,37.1,1343.41,5926613.4,normal
2983,INV_4135001_05,4135001,2026-05-25 10:00:00,1052.41,1026.34,1922.98,0.534,807.4,50.014,39.8,2369.75,5927639.7,normal
2984,INV_4135001_05,4135001,2026-05-25 11:00:00,1125.55,1106.09,2051.65,0.539,793.9,49.975,39.6,3475.84,5928745.8,normal
2985,INV_4135001_05,4135001,2026-05-25 12:00:00,905.98,887.03,1651.64,0.537,660.4,49.997,38.5,4362.86,5929632.8,normal
2986,INV_4135001_05,4135001,2026-05-25 13:00:00,1137.2,1119.92,2071.69,0.541,748.2,50.037,40.9,5482.78,5930752.8,normal
2987,INV_4135001_05,4135001,2026-05-25 14:00:00,1154.98,1126.65,2116.57,0.532,705.9,49.951,40.2,6609.44,5931879.4,normal
2988,INV_4135001_05,4135001,2026-05-25 15:00:00,1056.9,1034.18,1949.76,0.53,774.4,49.984,38.7,7643.62,5932913.6,normal
2989,INV_4135001_05,4135001,2026-05-25 16:00:00,596.33,584.96,1087.75,0.538,731.3,50.066,36.0,8228.58,5933498.6,normal
2990,INV_4135001_05,4135001,2026-05-25 17:00:00,560.12,548.66,1038.85,0.528,796.7,49.989,35.2,8777.25,5934047.2,normal
2991,INV_4135001_05,4135001,2026-05-25 18:00:00,228.31,224.87,420.94,0.534,764.3,50.047,31.0,9002.12,5934272.1,normal
2992,INV_4135001_05,4135001,2026-05-25 19:00:00,0.0,0.0,0.0,,0.0,49.996,30.7,9002.12,5934272.1,normal
2993,INV_4135001_05,4135001,2026-05-25 20:00:00,0.0,0.0,0.0,,0.0,50.019,28.5,9002.12,5934272.1,normal
2994,INV_4135001_05,4135001,2026-05-25 21:00:00,0.0,0.0,0.0,,0.0,50.038,30.5,9002.12,5934272.1,normal
2995,INV_4135001_05,4135001,2026-05-25 22:00:00,0.0,0.0,0.0,,0.0,49.99,28.9,9002.12,5934272.1,normal
2996,INV_4135001_05,4135001,2026-05-25 23:00:00,0.0,0.0,0.0,,0.0,49.987,30.5,9002.12,5934272.1,normal
2997,INV_4135001_05,4135001,2026-05-26 00:00:00,0.0,0.0,0.0,,0.0,49.979,30.2,0.0,5934272.1,normal
2998,INV_4135001_05,4135001,2026-05-26 01:00:00,0.0,0.0,0.0,,0.0,49.993,29.9,0.0,5934272.1,normal
2999,INV_4135001_05,4135001,2026-05-26 02:00:00,0.0,0.0,0.0,,0.0,50.011,28.4,0.0,5934272.1,normal
3000,INV_4135001_05,4135001,2026-05-26 03:00:00,0.0,0.0,0.0,,0.0,49.94,29.8,0.0,5934272.1,normal
3001,INV_4135001_05,4135001,2026-05-26 04:00:00,0.0,0.0,0.0,,0.0,50.011,27.5,0.0,5934272.1,normal
3002,INV_4135001_05,4135001,2026-05-26 05:00:00,0.0,0.0,0.0,,0.0,49.962,29.0,0.0,5934272.1,normal
3003,INV_4135001_05,4135001,2026-05-26 06:00:00,0.0,0.0,0.0,,0.0,50.017,29.6,0.0,5934272.1,normal
3004,INV_4135001_05,4135001,2026-05-26 07:00:00,284.93,279.93,523.07,0.535,660.2,49.962,33.1,279.93,5934552.0,normal
3005,INV_4135001_05,4135001,2026-05-26 08:00:00,359.41,352.0,665.65,0.529,591.7,49.981,33.8,631.93,5934904.0,normal
3006,INV_4135001_05,4135001,2026-05-26 09:00:00,663.61,649.15,1217.52,0.533,680.1,50.065,36.7,1281.08,5935553.2,normal
3007,INV_4135001_05,4135001,2026-05-26 10:00:00,653.74,642.07,1192.24,0.539,645.1,50.038,35.0,1923.14,5936195.2,normal
3008,INV_4135001_05,4135001,2026-05-26 11:00:00,851.31,837.76,1572.22,0.533,648.1,50.036,35.4,2760.9,5937033.0,normal
3009,INV_4135001_05,4135001,2026-05-26 12:00:00,741.13,722.78,1369.66,0.528,765.1,50.027,35.7,3483.68,5937755.8,normal
3010,INV_4135001_05,4135001,2026-05-26 13:00:00,732.56,714.8,1336.12,0.535,810.0,50.033,38.7,4198.49,5938470.6,normal
3011,INV_4135001_05,4135001,2026-05-26 14:00:00,1193.85,1168.13,2195.59,0.532,657.0,50.018,40.8,5366.62,5939638.7,normal
3012,INV_4135001_05,4135001,2026-05-26 15:00:00,1107.51,1081.21,2041.43,0.53,709.5,50.004,36.4,6447.83,5940719.9,normal
3013,INV_4135001_05,4135001,2026-05-26 16:00:00,628.19,618.18,1156.51,0.535,731.3,50.004,37.4,7066.01,5941338.1,normal
3014,INV_4135001_05,4135001,2026-05-26 17:00:00,440.7,431.84,806.97,0.535,682.6,50.005,33.8,7497.85,5941770.0,normal
3015,INV_4135001_05,4135001,2026-05-26 18:00:00,319.72,313.29,591.6,0.53,724.1,50.03,31.1,7811.15,5942083.2,normal
3016,INV_4135001_05,4135001,2026-05-26 19:00:00,0.0,0.0,0.0,,0.0,50.037,29.9,7811.15,5942083.2,normal
3017,INV_4135001_05,4135001,2026-05-26 20:00:00,0.0,0.0,0.0,,0.0,49.998,30.4,7811.15,5942083.2,normal
3018,INV_4135001_05,4135001,2026-05-26 21:00:00,0.0,0.0,0.0,,0.0,50.027,28.2,7811.15,5942083.2,normal
3019,INV_4135001_05,4135001,2026-05-26 22:00:00,0.0,0.0,0.0,,0.0,49.947,29.7,7811.15,5942083.2,normal
3020,INV_4135001_05,4135001,2026-05-26 23:00:00,0.0,0.0,0.0,,0.0,49.938,29.4,7811.15,5942083.2,normal
3021,INV_4135001_05,4135001,2026-05-27 00:00:00,0.0,0.0,0.0,,0.0,49.967,29.3,0.0,5942083.2,normal
3022,INV_4135001_05,4135001,2026-05-27 01:00:00,0.0,0.0,0.0,,0.0,49.94,29.9,0.0,5942083.2,normal
3023,INV_4135001_05,4135001,2026-05-27 02:00:00,0.0,0.0,0.0,,0.0,50.017,28.0,0.0,5942083.2,normal
3024,INV_4135001_05,4135001,2026-05-27 03:00:00,0.0,0.0,0.0,,0.0,50.002,27.8,0.0,5942083.2,normal
3025,INV_4135001_05,4135001,2026-05-27 04:00:00,0.0,0.0,0.0,,0.0,49.967,30.0,0.0,5942083.2,normal
3026,INV_4135001_05,4135001,2026-05-27 05:00:00,0.0,0.0,0.0,,0.0,49.943,31.2,0.0,5942083.2,normal
3027,INV_4135001_05,4135001,2026-05-27 06:00:00,0.0,0.0,0.0,,0.0,50.018,31.4,0.0,5942083.2,normal
3028,INV_4135001_05,4135001,2026-05-27 07:00:00,218.39,213.33,403.95,0.528,664.9,49.966,33.3,213.33,5942296.6,normal
3029,INV_4135001_05,4135001,2026-05-27 08:00:00,407.8,397.69,743.72,0.535,644.8,49.996,34.1,611.02,5942694.3,normal
3030,INV_4135001_05,4135001,2026-05-27 09:00:00,570.33,557.12,1053.47,0.529,690.1,49.956,34.9,1168.14,5943251.4,normal
3031,INV_4135001_05,4135001,2026-05-27 10:00:00,1022.96,1002.45,1864.48,0.538,738.9,49.995,38.6,2170.59,5944253.8,normal
3032,INV_4135001_05,4135001,2026-05-27 11:00:00,928.63,913.8,1712.23,0.534,721.4,49.991,37.0,3084.39,5945167.6,normal
3033,INV_4135001_05,4135001,2026-05-27 12:00:00,880.67,863.36,1606.75,0.537,695.8,50.017,35.2,3947.75,5946031.0,normal
3034,INV_4135001_05,4135001,2026-05-27 13:00:00,989.76,974.27,1824.01,0.534,621.8,50.042,42.1,4922.02,5947005.3,normal
3035,INV_4135001_05,4135001,2026-05-27 14:00:00,813.97,795.89,1482.75,0.537,640.0,50.031,38.0,5717.91,5947801.2,normal
3036,INV_4135001_05,4135001,2026-05-27 15:00:00,877.3,861.99,1611.91,0.535,596.4,49.989,36.7,6579.91,5948663.2,normal
3037,INV_4135001_05,4135001,2026-05-27 16:00:00,615.45,604.02,1134.2,0.533,815.5,50.061,34.6,7183.92,5949267.2,normal
3038,INV_4135001_05,4135001,2026-05-27 17:00:00,469.33,460.02,858.47,0.536,691.7,49.989,37.3,7643.94,5949727.2,normal
3039,INV_4135001_05,4135001,2026-05-27 18:00:00,200.8,197.79,365.76,0.541,746.8,49.982,29.2,7841.73,5949925.0,normal
3040,INV_4135001_05,4135001,2026-05-27 19:00:00,7.49,7.36,13.9,0.529,787.7,49.997,30.7,7849.08,5949932.3,normal
3041,INV_4135001_05,4135001,2026-05-27 20:00:00,0.0,0.0,0.0,,0.0,49.974,29.8,7849.08,5949932.3,normal
3042,INV_4135001_05,4135001,2026-05-27 21:00:00,0.0,0.0,0.0,,0.0,50.039,29.1,7849.08,5949932.3,normal
3043,INV_4135001_05,4135001,2026-05-27 22:00:00,0.0,0.0,0.0,,0.0,49.961,29.8,7849.08,5949932.3,normal
3044,INV_4135001_05,4135001,2026-05-27 23:00:00,0.0,0.0,0.0,,0.0,50.011,30.7,7849.08,5949932.3,normal
3045,INV_4135001_05,4135001,2026-05-28 00:00:00,0.0,0.0,0.0,,0.0,50.003,28.0,0.0,5949932.3,normal
3046,INV_4135001_05,4135001,2026-05-28 01:00:00,0.0,0.0,0.0,,0.0,50.009,29.5,0.0,5949932.3,normal
3047,INV_4135001_05,4135001,2026-05-28 02:00:00,0.0,0.0,0.0,,0.0,50.004,29.9,0.0,5949932.3,normal
3048,INV_4135001_05,4135001,2026-05-28 03:00:00,0.0,0.0,0.0,,0.0,50.035,30.6,0.0,5949932.3,normal
3049,INV_4135001_05,4135001,2026-05-28 04:00:00,0.0,0.0,0.0,,0.0,49.985,30.3,0.0,5949932.3,normal
3050,INV_4135001_05,4135001,2026-05-28 05:00:00,0.0,0.0,0.0,,0.0,49.952,29.8,0.0,5949932.3,normal
3051,INV_4135001_05,4135001,2026-05-28 06:00:00,0.0,0.0,0.0,,0.0,50.031,28.9,0.0,5949932.3,normal
3052,INV_4135001_05,4135001,2026-05-28 07:00:00,271.08,264.56,501.98,0.527,639.7,50.0,29.1,264.56,5950196.9,normal
3053,INV_4135001_05,4135001,2026-05-28 08:00:00,625.89,615.74,1158.4,0.532,733.1,49.979,34.9,880.3,5950812.6,normal
3054,INV_4135001_05,4135001,2026-05-28 09:00:00,826.91,814.24,1532.42,0.531,779.2,49.983,39.1,1694.54,5951626.9,normal
3055,INV_4135001_05,4135001,2026-05-28 10:00:00,1097.72,1078.47,2019.78,0.534,792.0,50.03,39.4,2773.01,5952705.3,normal
3056,INV_4135001_05,4135001,2026-05-28 11:00:00,1043.68,1023.56,1927.92,0.531,676.5,50.051,40.6,3796.57,5953728.9,normal
3057,INV_4135001_05,4135001,2026-05-28 12:00:00,1183.33,1163.99,2184.19,0.533,607.5,49.938,41.4,4960.56,5954892.9,normal
3058,INV_4135001_05,4135001,2026-05-28 13:00:00,765.79,746.93,1407.17,0.531,797.1,50.019,37.6,5707.49,5955639.8,normal
3059,INV_4135001_05,4135001,2026-05-28 14:00:00,737.52,722.2,1361.43,0.53,776.4,50.023,37.1,6429.69,5956362.0,normal
3060,INV_4135001_05,4135001,2026-05-28 15:00:00,976.8,954.35,1797.76,0.531,746.1,49.985,38.5,7384.04,5957316.4,normal
3061,INV_4135001_05,4135001,2026-05-28 16:00:00,546.65,535.93,1006.13,0.533,747.8,49.988,31.8,7919.97,5957852.3,normal
3062,INV_4135001_05,4135001,2026-05-28 17:00:00,475.77,467.39,870.52,0.537,720.9,50.051,34.0,8387.36,5958319.7,normal
3063,INV_4135001_05,4135001,2026-05-28 18:00:00,197.13,193.82,360.58,0.538,796.1,50.047,30.2,8581.18,5958513.5,normal
3064,INV_4135001_05,4135001,2026-05-28 19:00:00,0.0,0.0,0.0,,0.0,49.968,29.4,8581.18,5958513.5,normal
3065,INV_4135001_05,4135001,2026-05-28 20:00:00,0.0,0.0,0.0,,0.0,50.023,27.9,8581.18,5958513.5,normal
3066,INV_4135001_05,4135001,2026-05-28 21:00:00,0.0,0.0,0.0,,0.0,49.94,30.2,8581.18,5958513.5,normal
3067,INV_4135001_05,4135001,2026-05-28 22:00:00,0.0,0.0,0.0,,0.0,49.988,29.9,8581.18,5958513.5,normal
3068,INV_4135001_05,4135001,2026-05-28 23:00:00,0.0,0.0,0.0,,0.0,50.035,31.5,8581.18,5958513.5,normal
3069,INV_4135001_05,4135001,2026-05-29 00:00:00,0.0,0.0,0.0,,0.0,50.057,27.1,0.0,5958513.5,normal
3070,INV_4135001_05,4135001,2026-05-29 01:00:00,0.0,0.0,0.0,,0.0,49.94,30.2,0.0,5958513.5,normal
3071,INV_4135001_05,4135001,2026-05-29 02:00:00,0.0,0.0,0.0,,0.0,50.033,31.4,0.0,5958513.5,normal
3072,INV_4135001_05,4135001,2026-05-29 03:00:00,0.0,0.0,0.0,,0.0,49.959,28.7,0.0,5958513.5,normal
3073,INV_4135001_05,4135001,2026-05-29 04:00:00,0.0,0.0,0.0,,0.0,50.006,29.6,0.0,5958513.5,normal
3074,INV_4135001_05,4135001,2026-05-29 05:00:00,0.0,0.0,0.0,,0.0,50.029,28.9,0.0,5958513.5,normal
3075,INV_4135001_05,4135001,2026-05-29 06:00:00,0.0,0.0,0.0,,0.0,49.98,30.8,0.0,5958513.5,normal
3076,INV_4135001_05,4135001,2026-05-29 07:00:00,201.78,197.64,372.24,0.531,716.7,49.976,30.8,197.64,5958711.1,normal
3077,INV_4135001_05,4135001,2026-05-29 08:00:00,384.94,378.1,705.77,0.536,756.8,50.062,32.7,575.74,5959089.2,normal
3078,INV_4135001_05,4135001,2026-05-29 09:00:00,519.69,507.21,959.61,0.529,733.8,49.966,34.6,1082.95,5959596.5,normal
3079,INV_4135001_05,4135001,2026-05-29 10:00:00,1072.51,1047.54,1971.86,0.531,699.6,50.068,37.3,2130.49,5960644.0,normal
3080,INV_4135001_05,4135001,2026-05-29 11:00:00,1209.72,1180.79,2236.16,0.528,667.6,49.945,38.8,3311.27,5961824.8,normal
3081,INV_4135001_05,4135001,2026-05-29 12:00:00,1036.61,1012.59,1890.17,0.536,700.4,49.973,38.9,4323.87,5962837.4,normal
3082,INV_4135001_05,4135001,2026-05-29 13:00:00,914.32,893.32,1675.52,0.533,812.5,49.969,36.3,5217.19,5963730.7,normal
3083,INV_4135001_05,4135001,2026-05-29 14:00:00,1064.19,1043.59,1955.11,0.534,765.6,49.959,37.7,6260.78,5964774.3,normal
3084,INV_4135001_05,4135001,2026-05-29 15:00:00,757.17,740.69,1401.26,0.529,670.7,49.941,38.9,7001.47,5965515.0,normal
3085,INV_4135001_05,4135001,2026-05-29 16:00:00,843.55,824.51,1535.33,0.537,754.6,50.043,36.9,7825.97,5966339.5,normal
3086,INV_4135001_05,4135001,2026-05-29 17:00:00,554.78,543.19,1026.55,0.529,739.1,50.038,31.4,8369.17,5966882.7,normal
3087,INV_4135001_05,4135001,2026-05-29 18:00:00,193.44,189.23,358.63,0.528,737.6,50.066,29.7,8558.4,5967071.9,normal
3088,INV_4135001_05,4135001,2026-05-29 19:00:00,6.15,6.01,11.31,0.532,621.7,49.99,30.9,8564.41,5967077.9,normal
3089,INV_4135001_05,4135001,2026-05-29 20:00:00,0.0,0.0,0.0,,0.0,49.943,29.8,8564.41,5967077.9,normal
3090,INV_4135001_05,4135001,2026-05-29 21:00:00,0.0,0.0,0.0,,0.0,49.976,27.9,8564.41,5967077.9,normal
3091,INV_4135001_05,4135001,2026-05-29 22:00:00,0.0,0.0,0.0,,0.0,50.018,28.1,8564.41,5967077.9,normal
3092,INV_4135001_05,4135001,2026-05-29 23:00:00,0.0,0.0,0.0,,0.0,49.963,27.8,8564.41,5967077.9,normal
3093,INV_4135001_05,4135001,2026-05-30 00:00:00,0.0,0.0,0.0,,0.0,49.934,28.2,0.0,5967077.9,normal
3094,INV_4135001_05,4135001,2026-05-30 01:00:00,0.0,0.0,0.0,,0.0,50.033,28.1,0.0,5967077.9,normal
3095,INV_4135001_05,4135001,2026-05-30 02:00:00,0.0,0.0,0.0,,0.0,50.086,32.3,0.0,5967077.9,normal
3096,INV_4135001_05,4135001,2026-05-30 03:00:00,0.0,0.0,0.0,,0.0,49.994,30.1,0.0,5967077.9,normal
3097,INV_4135001_05,4135001,2026-05-30 04:00:00,0.0,0.0,0.0,,0.0,49.979,32.5,0.0,5967077.9,normal
3098,INV_4135001_05,4135001,2026-05-30 05:00:00,0.0,0.0,0.0,,0.0,50.096,31.5,0.0,5967077.9,normal
3099,INV_4135001_05,4135001,2026-05-30 06:00:00,0.0,0.0,0.0,,0.0,50.051,31.4,0.0,5967077.9,normal
3100,INV_4135001_05,4135001,2026-05-30 07:00:00,307.84,302.42,567.1,0.533,645.3,50.038,33.6,302.42,5967380.3,normal
3101,INV_4135001_05,4135001,2026-05-30 08:00:00,477.37,465.78,884.29,0.527,619.0,50.009,30.1,768.2,5967846.1,normal
3102,INV_4135001_05,4135001,2026-05-30 09:00:00,710.0,694.37,1297.29,0.535,619.3,49.968,34.8,1462.57,5968540.5,normal
3103,INV_4135001_05,4135001,2026-05-30 10:00:00,760.3,742.32,1401.5,0.53,767.0,50.017,33.9,2204.89,5969282.8,normal
3104,INV_4135001_05,4135001,2026-05-30 11:00:00,839.39,821.98,1534.67,0.536,705.0,49.962,35.9,3026.87,5970104.8,normal
3105,INV_4135001_05,4135001,2026-05-30 12:00:00,1198.47,1175.77,2180.62,0.539,755.2,50.058,40.4,4202.63,5971280.6,normal
3106,INV_4135001_05,4135001,2026-05-30 13:00:00,872.48,854.47,1610.57,0.531,682.5,50.009,37.3,5057.1,5972135.0,normal
3107,INV_4135001_05,4135001,2026-05-30 14:00:00,824.78,809.38,1520.46,0.532,623.8,50.082,39.8,5866.48,5972944.4,normal
3108,INV_4135001_05,4135001,2026-05-30 15:00:00,1051.77,1034.16,1928.14,0.536,778.0,49.995,39.7,6900.64,5973978.6,normal
3109,INV_4135001_05,4135001,2026-05-30 16:00:00,736.55,720.85,1349.59,0.534,723.4,50.043,34.3,7621.49,5974699.4,normal
3110,INV_4135001_05,4135001,2026-05-30 17:00:00,609.62,598.91,1118.83,0.535,740.5,49.965,34.9,8220.4,5975298.3,normal
3111,INV_4135001_05,4135001,2026-05-30 18:00:00,226.26,221.91,419.22,0.529,619.1,50.008,32.2,8442.31,5975520.2,normal
3112,INV_4135001_05,4135001,2026-05-30 19:00:00,13.25,12.99,24.27,0.535,734.7,50.057,29.5,8455.31,5975533.2,normal
3113,INV_4135001_05,4135001,2026-05-30 20:00:00,0.0,0.0,0.0,,0.0,49.986,27.9,8455.31,5975533.2,normal
3114,INV_4135001_05,4135001,2026-05-30 21:00:00,0.0,0.0,0.0,,0.0,49.989,28.9,8455.31,5975533.2,normal
3115,INV_4135001_05,4135001,2026-05-30 22:00:00,0.0,0.0,0.0,,0.0,50.016,30.8,8455.31,5975533.2,normal
3116,INV_4135001_05,4135001,2026-05-30 23:00:00,0.0,0.0,0.0,,0.0,50.027,29.2,8455.31,5975533.2,normal
3117,INV_4135001_05,4135001,2026-05-31 00:00:00,0.0,0.0,0.0,,0.0,50.101,29.5,0.0,5975533.2,normal
3118,INV_4135001_05,4135001,2026-05-31 01:00:00,0.0,0.0,0.0,,0.0,49.998,32.1,0.0,5975533.2,normal
3119,INV_4135001_05,4135001,2026-05-31 02:00:00,0.0,0.0,0.0,,0.0,49.992,27.9,0.0,5975533.2,normal
3120,INV_4135001_05,4135001,2026-05-31 03:00:00,0.0,0.0,0.0,,0.0,49.953,29.2,0.0,5975533.2,normal
3121,INV_4135001_05,4135001,2026-05-31 04:00:00,0.0,0.0,0.0,,0.0,49.952,28.1,0.0,5975533.2,normal
3122,INV_4135001_05,4135001,2026-05-31 05:00:00,0.0,0.0,0.0,,0.0,50.054,30.3,0.0,5975533.2,normal
3123,INV_4135001_05,4135001,2026-05-31 06:00:00,0.0,0.0,0.0,,0.0,49.95,30.4,0.0,5975533.2,normal
3124,INV_4135001_05,4135001,2026-05-31 07:00:00,222.86,218.74,413.18,0.529,641.1,49.921,30.4,218.74,5975752.0,normal
3125,INV_4135001_05,4135001,2026-05-31 08:00:00,542.34,529.2,993.61,0.533,691.5,50.03,33.9,747.94,5976281.2,normal
